text,sentiment,cleaned_text
Does anybody know where the apple pop-up store is? #SXSW,5,anybody know apple pop-up store sxsw
#Google doesn't view itself as the final end but rather a tool pointing users to sources to make their decisions. #marissagoogle #sxsw,5,google n't view final end rather tool point user source make decision marissagoogle sxsw
In front of @mention popup store at #SXSW last night {link},5,front popup store sxsw last night link
"In light of #SXSW &amp; #iPad2 launch, #Tech cannot forget #quake victims in #Japan. Do good tech: #Google #peoplefinder. {link}",5,light sxsw amp ipad2 launch tech forget quake victim japan good tech google peoplefinder link
"speaking of #sxsw,  almost done w/this MASSIVE schedule.  anyone going next wk, check it! {link}",5,speak sxsw almost do w/this massive schedule anyone go next wk check link
Speaking of #sxsw: how about that #apple store on 6th and congress? Wouldn't it be great if it were permanent....? ;),3,speak sxsw apple store 6th congress would n't great permanent.
"The cult of Apple: emotional responses, experiences, magical, works of art, control of the ecosystem. #SXSW #technopriest",5,cult apple emotional response experience magical work art control ecosystem sxsw technopriest
"In honor of Apple's #SXSW pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",3,honor apple 's sxsw pop-up shop thought landlord amp lease agent utilize pop-up shop link
millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,3,million dollar save one company adoption google doc incenticize team evolvingworkplace sxsw
+1- lots of fun. RT @mention @mention #hollergram app is killing it at #sxsw {link},5,+1- lot fun rt hollergram app kill sxsw link
The hive of innovation but yet every booth at the #SXSW trade show had the exact same promotional idea: iPad 2 Raffle!,irrelevant,hive innovation yet every booth sxsw trade show exact promotional idea ipad 2 raffle
millions of iPhone cases at #SXSW trade show but can any of them double as shuffleboard wax sprinklers? I think not. #fail (CC @mention,5,million iphone case sxsw trade show double shuffleboard wax sprinkler think fail cc
"Speaking of mapping @mention #sxsw #mindjet will give away an iPad 2 for the best  of show. Entering is ez, see details: {link}",5,speak mapping sxsw mindjet give away ipad 2 best show enter ez see detail link
Cashmere of Mashable: Thinks the iPad 2 is not a huge step up. Now waiting for the Apple PR team to parachute into the #SXSW session.,1,cashmere mashable think ipad 2 huge step wait apple pr team parachute sxsw session
"Andrew K of PRX equates the homogeneity of the Apple ecosystem w predictability, vs Android's wild west. #imaconf #sxsw #drumbeat #MoJo",1,andrew k prx equates homogeneity apple ecosystem w predictability v android 's wild west imaconf sxsw drumbeat mojo
"Download of the Day: Lonely Planet Austin, Free For a Limited Time {link} #iPhone",5,download day lonely planet austin free limited time link iphone
Z1: Dawn of the Dead {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #zlf,5,z1 dawn dead link code valid 12:00-3:59:59p 03/11/11 infektd sxsw zlf
N31: Out of the Frying Pan {link} [codes valid: 8:00-11:59:59a 03/14/11] #infektd #sxsw #necro,5,n31 fry pan link code valid 8:00-11:59:59a 03/14/11 infektd sxsw necro
Z40: Eye of the Storm {link} [codes valid: 8:00-11:59:59p 03/14/11] #infektd #sxsw #zlf,5,z40 eye storm link code valid 8:00-11:59:59p 03/14/11 infektd sxsw zlf
This app of themostist.com is made for mobile (iOS / Android). It will also work in Safari or Google Chrome. #SXSW,5,app themostist.com make mobile io android also work safari google chrome sxsw
"I used 2 of those RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW from afar to see #agchat rock it",5,use 2 rt agnerd confession use laptop ipad amp blackberry follow sxsw afar see agchat rock
How many of you are in Austin? Follow @mention to find out what our Googlers are up to at #sxsw {link},5,many austin follow find googlers sxsw link
How many of you don't use apple? Cause no one uses windows voluntarily.  #Kawasaki #thisisdare #SXSW,5,many n't use apple cause one us window voluntarily kawasaki thisisdare sxsw
"For many of you that asked last night about the free Android phone... Sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",3,many ask last night free android phone sign urthots.com visit urthots.com/promo sxswi sxsw
Aron Pilhofer of the New York Times and design guru Khoi Vinh express scepticism about iPad news apps at #SXSW {link},1,aron pilhofer new york time design guru khoi vinh express scepticism ipad news apps sxsw link
Bandcamp Offering More Than One Day of Free Streaming Music... {link} #Music #bandcamp #music #sxsw #sxsw_2011 #Cyber #iPhone,5,bandcamp offering one day free stream music link music bandcamp music sxsw sxsw_2011 cyber iphone
Join actsofsharing.com tonight.  the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,3,join actsofsharing.com tonight person friend city end sxsw win ipad 2
At Microsoft lounge 4th floor. First 5 iPhone / Android developers to stop by before 2:45 get free entry into Windows Phone MP ($99) #sxsw,5,microsoft lounge 4th floor first 5 iphone android developer stop 2:45 get free entry window phone mp 99 sxsw
Google rooftop hacking party! With Lego Mindstorms. #SXSW @mention Speakeasy Rooftop {link} #photo,5,google rooftop hack party lego mindstorms sxsw speakeasy rooftop link photo
At the Google / ACLU 1980s party with a college friend I haven't seen in 18 years. #sxsw is magic. @mention,5,google aclu 1980s party college friend n't see 18 year sxsw magic
"Unlike Google Analytics, this is meant to show to others and has sharing capabilities. #sxsw #bavcid",5,unlike google analytics meant show others share capability sxsw bavcid
"Apple, Google AT&amp;T have a surplus of cash, brand loyalty/mobile leash and will make mobile payments easy #bankinnovation #sxsw",3,apple google amp surplus cash brand loyalty/mobile leash make mobile payment easy bankinnovation sxsw
I have Google Circles invites! Follow me if you are interested! #google #circles #sxsw,3,google circle invite follow interested google circle sxsw
At the google dev event surrounded by people much smarter than me. Rock on! #sxsw,5,google dev event surround people much smarter rock sxsw
At the Google Doodles session at #SXSW Ballroom B. Come say hello!,5,google doodle session sxsw ballroom b come say hello
"All in google era @mention Google looks to the future with mobile, location-based devices | {link}  #SXSW",5,google era google look future mobile location-based device link sxsw
Seeing Google Impact Dashboard panel at #sxsw but I want more tech details. View source.,5,see google impact dashboard panel sxsw want tech detail view source
Yikes. Google is launching 'Circles' today at #sxsw? {link},irrelevant,yikes google launch 'circles today sxsw link
"Great, Google just presented @mention #marissagoogle #sxsw",5,great google present marissagoogle sxsw
"In the Google keynote, Marissa Meyer and some other guy are demoing some new mobile products.  #sxsw",5,google keynote marissa meyer guy demo new mobile product sxsw
"Rumour Google launching Circles social network, but RT @mention We're not launching any products at #SXSW but we're doing plenty else.",5,rumour google launch circle social network rt 're launch product sxsw 're plenty else
40% of google map search is mobile #sxsw (@mention ACC - Ballroom D w/ 78 others) {link},5,40 google map search mobile sxsw acc ballroom w/ 78 others link
40% of Google map usage is mobile! Yowza #sxsw,3,40 google map usage mobile yowza sxsw
40% of google maps usage is mobile #sxsw -,5,40 google map usage mobile sxsw
"40% of google maps usage is mobile, 150M users using google maps mobile and users drive 128+ miles a year with Google maps navigation #sxsw",5,40 google map usage mobile 150m user use google map mobile user drive 128+ mile year google map navigation sxsw
"40% of Google Maps usage is mobile, now has 150 million mobile users. #sxsw (via @mention",3,40 google map usage mobile 150 million mobile user sxsw via
40% of Google Maps usage is Mobile.  wow. @mention #sxsw  via @mention,5,40 google map usage mobile wow sxsw via
40% of Google Maps usage is Mobile.  wow. @mention #sxsw #myegc,3,40 google map usage mobile wow sxsw myegc
40% of google maps use is mobile #sxsw,5,40 google map use mobile sxsw
40% of Google maps use is mobile #sxsw,5,40 google map use mobile sxsw
40% of Google Maps use is mobile marissamayer #sxsw,3,40 google map use mobile marissamayer sxsw
40% of Google Maps use is Mobile says @mention #sxsw,5,40 google map use mobile say sxsw
40% of google maps users are on mobile. #SXSW,5,40 google map user mobile sxsw
Latest Google maps mobile app demo #sxsw lots of stats. Drink the coolaid.,3,late google map mobile app demo sxsw lot stats drink coolaid
Q from Google on Hulu Barry Diller: &quot;i don't know how it will end up. Good intentions...now what do we do?...tremendous conflict&quot; #sxsw,5,q google hulu barry diller quot n't know end good intentions.now .tremendous conflict quot sxsw
At the Google party at GSD&amp;M {link} #SXSW,5,google party gsd amp link sxsw
At the Google party...awesome.  #SXSW,3,google party.awesome sxsw
Off to Google party with @mention then @mention @mention @mention at www.getdown.com #msusxsw #sxsw Tweet me if you're there! (@jeremie),5,google party msusxsw sxsw tweet 're
Here's Google Realtime for #SXSW {link} via @mention,5,'s google realtime sxsw link via
#SXSW #Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews,3,sxsw google save driver time fuel link seo sem googlemaps mobile topnews
20% of Google searches are for local information - Google trying to fill that need with its Places and Hotpot services #SXSW,5,20 google search local information google try fill need place hotpot service sxsw
"At the Google session, waiting for Marissa Mayer #SXSW",5,google session wait marissa mayer sxsw
Wow! - Google to launch new social network at SXSW? {link} #sxsw #google,3,wow google launch new social network sxsw link sxsw google
"Mayer: Google will hire 6,000 people this year in response to audience question of &quot;Are you hiring?&quot; #SXSW ^JR",5,"mayer google hire 6,000 people year response audience question quot hire quot sxsw ^jr"
A mass google-zation (ranking /indexing of educational assets) vs. the lost sea of uncatalogued materials at present #futureofed #gsdm #sxsw,5,mass google-zation rank /indexing educational asset vs. lose sea uncatalogued material present futureofed gsdm sxsw
